"genus","species","scientificname","decimallatitude","decimallongitude","elevation","day","month","year","taxonkey"
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-18.249444,-43.600278,NA,6,6,1955,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-18.012778,-49.354444,NA,6,9,1976,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-14.345,-39.088611,NA,4,8,2002,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-15.202778,-39.408056,NA,17,3,2005,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-12.563333,-41.389722,400,NA,NA,NA,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-15.174167,-39.339444,625,21,7,2005,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-18.268333,-63.673333,1427,10,12,2007,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-25.65,-54.58333,NA,NA,6,1938,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-17.5,-63.6,700,NA,NA,NA,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-12.860556,-67.652778,183,24,5,2009,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-17.2,-51.78333,900,31,10,1964,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-18.453333,-63.703611,1250,17,8,2012,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-24.621667,-51.160278,1144,17,10,2014,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-24.5745,-50.2444,840,6,7,2013,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-25.1294,-51.2867,1120,17,7,2011,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-25.2546,-48.8569,NA,23,8,2014,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-25.5917,-48.5558,NA,12,12,1996,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-25.1377,-48.8215,NA,20,5,2012,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-25.9031,-48.6252,NA,3,5,1996,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-25.5565,-48.3064,15,27,8,2015,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-25.5917,-48.5558,20,31,7,1998,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-24.574,-50.2388,NA,5,1,1996,7422518
"Myrsine","Myrsine umbellata","Myrsine umbellata Mart.",-25.565992,-49.319701,928,2,7,2020,7422518
